Timestamp,Incident_Severity,Incident_Type,Region_Type,Traffic_Congestion,Weather_Condition,Drone_Availability,Ambulance_Availability,Battery_Life,Air_Traffic,Response_Time,Hospital_Capacity,Distance_to_Incident,Number_of_Injuries,Specialist_Availability,Road_Type,Emergency_Level,Drone_Speed,Ambulance_Speed,Payload_Weight,Fuel_Level,Weather_Impact,Dispatch_Coordinator,Label
2021-07-18 10:20:00,Low,Accident,Urban,Moderate,Clear,Unavailable,Available,84.56786058073854,Medium,12.27,22,18.92,1,Unavailable,Local Road,Minor,69.91569329398827,42.73229931613826,2.28,55.456161336087206,,Human,Ambulance Only
2021-05-28 13:20:00,Low,Accident,Urban,Low,Rainy,Unavailable,Available,88.70140856913508,Medium,10.2,46,4.94,3,Unavailable,Highway,Minor,63.7123434798425,41.54708195558843,3.14,71.39839167271175,Severe,Human,Ambulance Only
2022-06-28 00:20:00,High,Accident,Urban,Moderate,Clear,Unavailable,Available,76.67446818103375,Medium,17.05,98,25.67,1,Unavailable,Unpaved Road,Minor,64.69858517040214,45.00430815894365,7.08,88.96204202816705,Moderate,AI,Ambulance Only
2018-05-01 13:20:00,Low,Cardiac Arrest,Suburban,Low,Clear,Unavailable,Available,75.86910297655578,Medium,14.53,95,18.86,2,Available,Highway,Minor,62.03237408194728,31.12155204220912,2.89,84.01546163783716,Moderate,AI,Drone Only
2019-01-05 16:10:00,Medium,Cardiac Arrest,Urban,High,Clear,Unavailable,Available,80.5958388922233,Low,21.93,76,26.75,1,Unavailable,Local Road,Minor,58.37478524212501,42.8439715747657,9.08,100.0,Severe,Human,Ambulance Only
2020-08-08 09:30:00,Medium,Other,Urban,Moderate,Clear,Available,Available,77.24000530893282,Low,12.7,45,9.99,2,Unavailable,Highway,Minor,55.78105906612581,43.276712088607134,7.45,72.01802035560834,,Human,Drone Only
2023-10-18 03:20:00,Medium,Accident,Suburban,Low,Clear,Available,Available,93.04636028464496,Low,18.15,19,36.53,1,Unavailable,Highway,Major,66.24720241258538,40.62900008030746,8.51,75.23142738166153,,Human,Hybrid Dispatch
2018-04-03 10:30:00,Low,Fire,Urban,Low,Clear,Available,Available,99.81663449939109,Medium,11.26,66,17.79,2,Available,Highway,Minor,73.36657977233416,41.18199765568998,3.8,66.1186195306559,,Human,Drone Only
2022-02-18 00:10:00,Low,Accident,Suburban,Moderate,Clear,Unavailable,Available,84.61427344977776,Low,10.0,64,2.06,2,Available,Highway,Minor,56.26542917497429,39.89410427380239,4.44,68.32324629650834,Moderate,AI,Drone Only
2023-01-03 03:00:00,Low,Accident,Urban,Low,Clear,Available,Available,84.0588916933907,Low,10.04,57,24.08,2,Available,Highway,Minor,71.8567843908259,33.63857523795753,2.6,36.75104502692387,Moderate,AI,Hybrid Dispatch
2020-12-04 05:30:00,Medium,Accident,Urban,Low,Clear,Available,Available,73.313768513619,Medium,14.64,47,35.72,1,Available,Highway,Minor,68.97623815245151,41.624717009838335,0.93,62.954569969422174,,Human,Drone Only
2018-08-24 05:10:00,Low,Cardiac Arrest,Urban,Low,Clear,Unavailable,Available,90.7699743892799,Medium,12.63,55,14.86,1,Unavailable,Highway,Minor,69.16802125436486,49.957477688878456,8.27,43.44332251148228,Moderate,Human,Ambulance Only
2023-06-18 22:10:00,Low,Accident,Urban,Low,Clear,Available,Available,100.0,Low,10.0,13,6.37,2,Unavailable,Highway,Minor,65.0945254896227,47.66947697829226,8.47,68.12639971814392,,Human,Hybrid Dispatch
2023-09-28 06:50:00,Low,Cardiac Arrest,Urban,Low,Clear,Available,Available,87.39364890438374,High,16.18,89,31.06,2,Available,Local Road,Minor,48.72916590501514,45.08982277043259,4.62,81.88518258078315,,Human,Drone Only
2024-05-12 09:20:00,Low,Accident,Urban,Moderate,Clear,Available,Available,71.95381911649561,Low,16.23,63,34.0,2,Unavailable,Highway,Minor,62.04217031144885,45.807611360723925,6.86,92.7898627398264,,Human,Drone Only
2019-10-13 21:00:00,Medium,Accident,Urban,Low,Clear,Unavailable,Available,75.19839746930455,Medium,13.08,56,11.95,1,Unavailable,Highway,Major,65.1816811754414,42.81224195440577,7.96,67.39688507042455,Moderate,Human,Ambulance Only
2019-11-01 05:20:00,Medium,Accident,Urban,Moderate,Clear,Unavailable,Available,79.47830210426086,Low,17.42,49,27.7,1,Unavailable,Unpaved Road,Minor,65.96272249767874,35.8646246876579,2.12,56.18403498935892,,AI,Drone Only
2021-09-17 03:50:00,Low,Accident,Urban,High,Clear,Available,Available,88.09055959093881,Low,10.33,33,5.26,1,Unavailable,Highway,Major,76.49602324442546,44.7568468307114,8.6,33.23689120607092,,Human,Ambulance Only
2019-03-11 11:30:00,Low,Other,Suburban,Moderate,Clear,Available,Unavailable,69.14430753788099,Low,17.33,29,37.8,2,Available,Highway,Minor,79.24469128318123,54.02153716958226,9.61,89.19507271505817,,Human,Drone Only
2024-01-26 13:10:00,Medium,Cardiac Arrest,Suburban,Moderate,Clear,Available,Available,76.55526570740972,Medium,26.14,28,43.78,1,Available,Local Road,Minor,57.72692251956264,31.74912094677671,0.86,100.0,,AI,Ambulance Only
2022-01-08 21:50:00,Medium,Accident,Rural,Low,Clear,Unavailable,Available,59.70764572994361,High,13.94,23,17.07,1,Unavailable,Highway,Minor,59.67586801866611,45.42208729232937,2.67,94.38938932933836,,Human,Drone Only
2018-10-22 20:20:00,Medium,Other,Urban,Low,Clear,Available,Available,67.20272970172827,Low,10.0,68,1.79,2,Unavailable,Highway,Minor,68.07391012223157,40.45233257128756,4.83,64.6714654826445,,Human,Ambulance Only
2019-04-12 03:50:00,Low,Cardiac Arrest,Rural,Low,Clear,Available,Available,90.27718149316998,Low,15.85,43,36.6,2,Unavailable,Highway,Minor,64.83010433696342,38.67711031041767,9.17,66.86378827288743,,Human,Drone Only
2022-10-11 07:10:00,Low,Other,Rural,Low,Rainy,Available,Available,76.61486131468659,High,18.94,42,29.41,3,Unavailable,Highway,Major,72.36845149690156,51.87993581487324,2.23,64.75433654037677,Severe,AI,Drone Only
2019-04-23 01:10:00,Medium,Cardiac Arrest,Urban,Low,Clear,Unavailable,Available,71.2508086723061,Low,29.51,32,48.6,2,Available,Unpaved Road,Critical,69.85673747882564,35.62877363840778,9.06,68.42232657071038,,Human,Ambulance Only
2020-08-29 07:00:00,Medium,Other,Suburban,Low,Clear,Available,Unavailable,100.0,Low,13.99,72,23.36,1,Unavailable,Highway,Minor,44.93505209382832,38.05702271699746,3.49,82.83715148049814,,Human,Drone Only
2021-03-29 10:50:00,Low,Accident,Rural,Low,Clear,Available,Available,79.55778672346624,Low,10.0,98,7.56,1,Unavailable,Unpaved Road,Minor,64.62774171740354,27.595990252762384,2.89,58.32479715457623,,Human,Drone Only
2020-02-26 00:30:00,Low,Accident,Rural,Low,Clear,Available,Available,80.07505102974984,Low,17.92,31,27.8,2,Available,Highway,Critical,30.0,35.466380336040054,3.64,75.06731014352096,Moderate,Human,Ambulance Only
2020-09-13 06:10:00,Medium,Cardiac Arrest,Urban,Moderate,Clear,Available,Available,80.73386282311746,Low,13.34,97,2.97,1,Unavailable,Local Road,Minor,72.32272803749068,24.42952412809089,6.27,60.216854559954655,Moderate,Human,Ambulance Only
2023-11-02 15:50:00,Low,Cardiac Arrest,Urban,Low,Clear,Available,Available,92.38364097718386,Medium,16.04,34,38.09,1,Unavailable,Highway,Major,61.49220295998339,35.48582811640244,9.49,75.96640248606303,,Human,Drone Only
2020-12-26 15:50:00,High,Accident,Urban,Low,Rainy,Available,Unavailable,71.73071068321207,Low,19.5,68,12.48,1,Unavailable,Highway,Major,49.1973662409484,45.938608607172,7.43,72.77791875033019,,AI,Drone Only
2018-11-19 13:30:00,Low,Accident,Urban,Low,Clear,Unavailable,Available,76.5552360171637,Low,10.0,47,5.86,1,Available,Unpaved Road,Minor,60.29121602073232,36.16806262103974,8.49,66.9740406095085,,Human,Ambulance Only
2021-01-16 20:00:00,Medium,Cardiac Arrest,Suburban,Low,Clear,Unavailable,Available,65.91435875673389,Low,25.09,90,46.5,2,Unavailable,Local Road,Minor,50.09828367770904,53.51731221505353,8.66,100.0,,Human,Ambulance Only
2024-09-23 18:30:00,Medium,Cardiac Arrest,Rural,Moderate,Clear,Available,Unavailable,83.88925950508437,Medium,25.39,77,12.19,1,Unavailable,Local Road,Critical,49.80638740639188,34.93563479093776,4.48,66.51455065977085,,Human,Ambulance Only
2019-01-08 12:30:00,Medium,Other,Urban,Low,Clear,Unavailable,Available,96.2926166220408,Medium,13.24,51,33.99,1,Unavailable,Highway,Minor,65.55502539395617,43.149714288071024,6.53,65.48000029343562,,Human,Hybrid Dispatch
2019-11-01 04:30:00,Low,Cardiac Arrest,Suburban,Moderate,Rainy,Unavailable,Available,89.41600365280179,Low,22.4,42,46.9,3,Unavailable,Highway,Minor,39.31697960889248,35.413535583983254,2.59,94.06275047704744,,AI,Ambulance Only
2019-03-25 02:00:00,Low,Fire,Urban,High,Clear,Unavailable,Available,59.07816952473807,High,21.5,70,41.2,1,Unavailable,Local Road,Major,62.57403946050477,53.49540973106599,2.63,94.24244023342874,,Human,Drone Only
2019-01-29 19:30:00,Low,Accident,Rural,Moderate,Clear,Available,Available,83.33215637600634,Low,18.53,85,22.21,1,Unavailable,Local Road,Minor,69.42918920789585,50.88265594133918,9.89,78.58426322653456,,Human,Drone Only
2024-10-09 13:20:00,Medium,Accident,Suburban,Moderate,Clear,Available,Available,80.7584005297425,Low,16.3,88,20.76,2,Available,Unpaved Road,Minor,37.82670844866686,46.31907376230615,9.0,39.86915137596846,,Human,Hybrid Dispatch
2020-10-30 19:50:00,Low,Accident,Urban,Low,Clear,Unavailable,Available,75.7410665059983,Low,10.0,91,1.66,2,Unavailable,Highway,Minor,51.42642062872527,39.52727582234484,1.97,79.79546674415006,Moderate,Human,Ambulance Only
2023-11-04 23:50:00,Medium,Other,Urban,Moderate,Rainy,Available,Available,81.5957380348555,Medium,19.08,93,21.33,2,Unavailable,Highway,Major,60.35947786134248,39.68648175343044,5.56,82.25704073341564,,Human,Hybrid Dispatch
2018-08-07 19:20:00,Low,Accident,Urban,Low,Clear,Available,Available,82.63072196290186,Medium,17.51,96,26.31,3,Unavailable,Highway,Critical,53.76198629159664,30.75664739157252,9.47,58.36245818490995,,Human,Hybrid Dispatch
2020-03-20 09:50:00,Low,Accident,Urban,Low,Rainy,Available,Available,68.32842365107861,High,15.97,33,16.61,1,Available,Highway,Minor,48.05124395614394,39.02357467802664,3.92,59.8220254245856,,Human,Drone Only
2022-11-24 05:50:00,Low,Accident,Urban,Low,Clear,Available,Available,74.46594475732162,High,16.54,83,49.04,4,Available,Highway,Minor,57.05449023964028,40.72264092779199,8.75,66.18021882874883,,AI,Ambulance Only
2022-04-22 16:20:00,Low,Accident,Suburban,High,Clear,Available,Available,89.88129486938284,Medium,15.0,12,43.31,1,Unavailable,Highway,Minor,55.4531442249378,48.50798847531735,3.07,54.323648259724166,,Human,Drone Only
2023-11-03 08:10:00,Low,Accident,Suburban,Low,Clear,Available,Available,94.6245161474858,Low,17.33,22,45.74,2,Unavailable,Highway,Major,50.86314314807217,42.60066768411067,7.13,66.93618909821463,,Human,Drone Only
