Timestamp,Incident_Severity,Incident_Type,Region_Type,Traffic_Congestion,Weather_Condition,Drone_Availability,Ambulance_Availability,Battery_Life,Air_Traffic,Response_Time,Hospital_Capacity,Distance_to_Incident,Number_of_Injuries,Specialist_Availability,Road_Type,Emergency_Level,Drone_Speed,Ambulance_Speed,Payload_Weight,Fuel_Level,Weather_Impact,Dispatch_Coordinator,Label
2024-09-18 04:40:00,High,Other,Urban,Moderate,Clear,Available,Available,88.65719589946428,Low,11.55,14,10.08,1,Available,Highway,Minor,61.25481924099741,40.64938367763458,9.57,64.97778044511833,,AI,Drone Only
2019-09-01 08:10:00,Medium,Other,Urban,Low,Clear,Unavailable,Available,92.25346563051662,Medium,16.29,45,22.52,1,Unavailable,Unpaved Road,Major,64.46325004191078,50.62940775368391,7.45,73.33938251940356,Moderate,Human,Drone Only
2023-08-09 09:10:00,Low,Accident,Suburban,High,Clear,Available,Available,93.7559360007754,Medium,22.04,23,38.54,2,Unavailable,Local Road,Minor,56.16826264766984,61.89499419280395,9.86,92.0095663204002,Moderate,Human,Drone Only
2021-01-02 20:00:00,Medium,Fire,Urban,Moderate,Clear,Unavailable,Available,95.01662566820394,Medium,13.45,56,13.33,2,Available,Local Road,Minor,56.08683725664107,42.75407004252262,3.58,64.51438750641441,Moderate,Human,Drone Only
2020-09-21 19:30:00,Medium,Cardiac Arrest,Urban,High,Rainy,Available,Unavailable,79.33430162801729,Medium,29.1,21,30.61,2,Unavailable,Highway,Major,68.45956733374392,39.84513789220598,5.25,81.0349532170352,Moderate,Human,Ambulance Only
2020-09-12 17:20:00,Low,Cardiac Arrest,Rural,Low,Clear,Available,Available,70.70382877556976,Medium,22.13,88,45.13,2,Unavailable,Local Road,Minor,47.37342963474025,35.79821545256871,9.79,70.88792123527998,,Human,Ambulance Only
2021-07-25 07:40:00,Medium,Accident,Urban,Moderate,Rainy,Available,Available,70.94192368031129,Low,12.83,63,2.22,1,Unavailable,Local Road,Minor,39.41539081752581,42.04908817663478,5.02,58.53315032169334,,Human,Ambulance Only
2024-12-13 02:40:00,Medium,Accident,Urban,Low,Clear,Available,Available,82.96300114103472,Low,16.55,62,39.87,1,Unavailable,Highway,Major,46.03628891364177,41.58108697323052,3.71,95.0571733537505,,Human,Drone Only
2022-02-18 15:00:00,Medium,Accident,Urban,Low,Rainy,Unavailable,Available,80.51670813041201,Medium,20.96,14,41.64,1,Available,Highway,Minor,66.29653030603359,47.86680154668364,8.77,72.01262275067698,,Human,Ambulance Only
2023-09-06 18:40:00,Low,Accident,Urban,Low,Clear,Unavailable,Available,90.05973286391003,Low,12.54,78,40.02,1,Available,Highway,Minor,45.40945463076088,51.56423982482577,5.52,81.23133071188599,,AI,Ambulance Only
2018-03-01 16:20:00,Low,Fire,Urban,Low,Clear,Available,Available,88.86940475753596,High,12.95,89,10.08,2,Unavailable,Local Road,Major,63.3299586104292,22.588832103153297,7.56,56.71218334827789,,AI,Drone Only
2024-04-21 16:20:00,Low,Accident,Rural,High,Clear,Available,Available,91.02434358028354,High,20.78,66,8.59,1,Unavailable,Local Road,Critical,55.76655359806548,35.954028776225904,3.95,58.63763757646162,Moderate,Human,Ambulance Only
2018-06-12 15:50:00,Low,Accident,Urban,Moderate,Clear,Unavailable,Available,60.19135570410431,Low,16.31,67,38.08,1,Unavailable,Highway,Minor,54.846810098051776,41.47763484434141,9.65,73.86673953868247,,AI,Ambulance Only
2019-05-13 00:40:00,Medium,Other,Urban,Moderate,Clear,Unavailable,Unavailable,75.3182339508325,Medium,13.42,93,12.48,3,Unavailable,Highway,Major,52.625754601693885,55.18038556976349,3.44,73.33818306823711,,AI,Drone Only
2022-04-04 13:50:00,Low,Other,Urban,Moderate,Clear,Available,Available,78.84335456549958,High,15.37,68,16.23,2,Unavailable,Local Road,Major,60.50502227182398,62.44119384153719,5.54,60.44144171663661,,Human,Ambulance Only
2024-01-13 22:00:00,Low,Accident,Suburban,Low,Clear,Available,Unavailable,74.74918858436858,Medium,10.54,12,6.86,1,Unavailable,Highway,Minor,63.30480151923541,50.14634511340028,0.79,39.4711209092875,,Human,Ambulance Only
2020-09-10 07:10:00,Medium,Accident,Rural,Low,Rainy,Available,Available,79.80495632301978,High,13.8,31,7.67,2,Available,Highway,Minor,57.52555878255579,47.913114913841966,3.41,63.36671076013058,Moderate,AI,Ambulance Only
2023-01-09 17:00:00,High,Accident,Urban,Moderate,Clear,Available,Available,84.00306633526563,Low,22.65,82,37.52,1,Unavailable,Highway,Critical,71.32098867191117,48.88389473506419,6.68,73.79017667756916,,AI,Drone Only
2023-01-25 18:50:00,Medium,Cardiac Arrest,Urban,High,Rainy,Available,Available,67.94324702666658,High,26.88,75,44.14,3,Available,Highway,Minor,55.0553099487701,34.28436202804464,6.08,61.95323158745789,Moderate,Human,Drone Only
2021-12-10 10:20:00,Medium,Other,Suburban,Moderate,Clear,Available,Available,90.22962740032064,Medium,18.96,92,12.15,2,Available,Local Road,Minor,52.817106383649154,48.62772402463361,3.18,67.71152875243553,,Human,Hybrid Dispatch
2018-06-01 16:00:00,Low,Other,Urban,Moderate,Clear,Available,Available,83.65769104598033,Low,17.36,44,38.24,1,Unavailable,Unpaved Road,Minor,48.54784577642455,32.55925881333508,2.21,86.38272459004904,,Human,Drone Only
2023-07-28 14:50:00,Medium,Accident,Suburban,Low,Clear,Unavailable,Available,91.33176220330743,High,12.88,96,14.6,3,Available,Highway,Major,47.80926781765928,30.987504804486488,2.67,68.19876547528126,,Human,Drone Only
2024-01-02 06:40:00,Low,Other,Suburban,Low,Clear,Available,Available,97.85533867107492,High,11.14,45,3.9,2,Unavailable,Highway,Minor,64.02650765450726,43.24702369335272,0.81,46.55310094682124,Moderate,Human,Ambulance Only
2020-07-08 14:20:00,Medium,Accident,Suburban,Low,Clear,Unavailable,Available,100.0,Low,10.79,19,4.28,1,Unavailable,Highway,Major,69.30370526191649,55.78593617499362,7.14,78.83721838189008,Moderate,Human,Ambulance Only
2019-06-07 01:10:00,Low,Other,Suburban,Moderate,Clear,Available,Available,71.18824963520433,Low,15.81,67,34.75,3,Unavailable,Highway,Minor,50.5645406917105,59.77341949643687,2.67,48.30206383372664,,Human,Ambulance Only
2019-03-07 22:20:00,Low,Other,Urban,Moderate,Clear,Unavailable,Unavailable,78.49700877860673,Low,11.36,21,8.15,1,Unavailable,Local Road,Minor,59.33540619203473,40.34792976600231,1.15,56.0828132570103,Severe,Human,Drone Only
2023-06-03 15:10:00,Low,Accident,Rural,Low,Stormy,Available,Available,67.89434662592056,Low,29.21,64,41.69,1,Available,Local Road,Minor,62.11884849441963,36.775001709550544,1.71,71.38663772298722,,Human,Ambulance Only
2022-12-06 11:10:00,High,Fire,Urban,Moderate,Clear,Available,Available,74.5881910849207,Low,26.82,34,48.84,2,Unavailable,Local Road,Minor,65.08178250962851,31.78682192722593,8.13,84.79776449492662,Moderate,Human,Drone Only
2024-09-21 16:20:00,Medium,Accident,Urban,Low,Clear,Available,Available,63.90724455040009,Low,19.33,69,48.75,2,Unavailable,Highway,Major,59.40396045611548,44.519796284152505,1.25,100.0,,Human,Hybrid Dispatch
2020-09-24 05:30:00,High,Cardiac Arrest,Urban,Low,Rainy,Unavailable,Available,80.37261023344388,Medium,30.07,53,32.48,3,Unavailable,Highway,Critical,52.04658774816281,49.19685564915381,4.02,84.10758600986993,,AI,Ambulance Only
2024-10-15 10:30:00,Medium,Cardiac Arrest,Rural,Low,Stormy,Available,Unavailable,86.65131950500334,Low,35.96,81,42.43,1,Available,Local Road,Minor,70.914660302301,30.663885594261608,2.19,84.63711838281546,Moderate,Human,Ambulance Only
2024-02-29 03:30:00,Low,Cardiac Arrest,Urban,Low,Clear,Available,Unavailable,78.42460031859059,Low,16.07,10,42.57,1,Unavailable,Highway,Minor,65.44238228046127,34.1808020966844,5.86,64.23929563925293,,Human,Drone Only
2023-09-13 05:40:00,Low,Accident,Urban,Low,Clear,Unavailable,Available,100.0,Medium,19.89,83,29.33,1,Unavailable,Local Road,Critical,69.05408576503463,50.08462148677758,3.49,88.17543623555895,Moderate,Human,Drone Only
2019-11-29 13:10:00,Low,Accident,Urban,Low,Clear,Available,Unavailable,74.86163082393395,High,13.12,39,2.67,3,Available,Local Road,Critical,78.73087789526582,38.57805385264612,2.16,53.613025145732536,,Human,Ambulance Only
2019-08-12 08:10:00,Medium,Other,Urban,Low,Clear,Available,Unavailable,66.2601370579573,Low,13.84,67,11.82,2,Available,Highway,Minor,58.88163965433375,32.61282816382703,7.7,64.85477616046066,Moderate,AI,Ambulance Only
2021-10-14 18:40:00,Low,Other,Urban,Low,Stormy,Unavailable,Available,93.27954474343582,Medium,14.45,32,28.32,1,Unavailable,Highway,Minor,59.142152484399446,48.05497842308686,1.29,76.2005895489749,,Human,Drone Only
2019-06-17 13:30:00,Low,Accident,Urban,Moderate,Clear,Unavailable,Available,90.87995211870134,Low,20.04,45,48.86,2,Available,Unpaved Road,Major,61.74988317531814,40.238381996613626,9.5,91.87732322010152,Moderate,Human,Drone Only
2023-11-25 05:40:00,Low,Accident,Urban,Low,Clear,Available,Available,85.95125046359163,Low,14.13,32,41.95,1,Unavailable,Highway,Minor,83.3712926850837,36.70371252633658,4.84,84.02603358091146,Moderate,Human,Ambulance Only
2023-10-17 02:30:00,Low,Other,Suburban,Low,Clear,Available,Available,70.2164147978204,Low,19.79,45,26.64,2,Available,Unpaved Road,Critical,52.25724559589452,40.073754157928505,7.46,56.417570721100745,,Human,Ambulance Only
2023-03-16 08:30:00,Low,Accident,Rural,Low,Clear,Unavailable,Available,79.56132246456522,Low,15.5,65,28.07,1,Available,Highway,Minor,56.15291509621828,42.14232768875691,1.81,54.10180199554249,Moderate,Human,Ambulance Only
2023-03-28 18:30:00,Low,Accident,Urban,Moderate,Clear,Available,Unavailable,75.8785256548548,Medium,16.64,66,34.52,1,Unavailable,Highway,Minor,59.35095361134925,33.07885624344957,6.85,69.77538520206441,,Human,Ambulance Only
2021-06-29 04:00:00,Medium,Fire,Urban,Moderate,Stormy,Available,Available,81.72433287483386,Medium,23.04,56,25.11,2,Available,Unpaved Road,Major,72.90188224544929,25.95521035104158,9.37,78.39966091245391,Moderate,AI,Ambulance Only
2023-04-05 00:10:00,Low,Fire,Suburban,Low,Clear,Available,Available,91.71017313253684,Low,13.44,91,20.61,1,Available,Highway,Minor,69.90788518740368,41.90947340565967,6.54,70.91701011712672,,Human,Drone Only
2024-01-11 22:20:00,Medium,Cardiac Arrest,Suburban,Moderate,Clear,Available,Unavailable,92.91112431432808,Medium,17.57,64,12.42,1,Unavailable,Highway,Major,38.31943398560591,20.0,7.79,58.96444544676529,Moderate,Human,Drone Only
2023-05-11 03:30:00,Low,Accident,Urban,Moderate,Clear,Available,Available,74.5845894031562,Medium,12.98,81,36.59,1,Unavailable,Highway,Minor,64.92506225857655,20.0,9.94,57.02364782242601,Moderate,Human,Ambulance Only
2024-10-24 14:10:00,Low,Fire,Urban,Moderate,Clear,Available,Available,81.78141591176306,Medium,21.61,23,45.21,2,Unavailable,Local Road,Minor,44.19329252777542,49.87330084816424,9.76,59.83032615350761,,Human,Drone Only
2020-04-24 13:40:00,High,Accident,Urban,Low,Clear,Available,Available,76.15737978281562,Low,19.79,97,48.82,1,Unavailable,Highway,Major,72.67315858393233,37.91359723750017,4.25,59.02200044171441,Moderate,Human,Drone Only
2020-07-06 20:40:00,Medium,Other,Urban,Low,Clear,Available,Available,62.93848732456276,Low,16.46,48,34.47,1,Unavailable,Highway,Minor,62.61260465411433,31.71433398933928,8.51,59.37302821778757,Moderate,Human,Ambulance Only
2024-05-17 20:00:00,Medium,Accident,Urban,Moderate,Clear,Available,Available,84.13694333041104,Low,16.25,48,24.62,1,Unavailable,Highway,Minor,43.560621499629896,31.79862048747799,9.5,60.91181664607205,,Human,Hybrid Dispatch
2019-09-17 18:10:00,High,Other,Suburban,Moderate,Clear,Available,Available,69.49594268717031,Low,30.75,53,33.42,2,Unavailable,Local Road,Critical,57.556375708918935,38.241329075440746,4.22,87.61821231888234,Moderate,Human,Drone Only
2024-12-22 02:10:00,Low,Accident,Suburban,Moderate,Clear,Available,Available,82.77968667604834,High,23.96,96,45.02,2,Unavailable,Local Road,Major,65.74395434004553,30.988118303793087,3.96,77.62971854337796,,Human,Ambulance Only
2019-02-16 16:20:00,Low,Accident,Suburban,Low,Clear,Available,Available,80.70215103525852,Low,12.62,88,8.42,1,Unavailable,Local Road,Minor,65.41904351782382,42.24111306185296,8.75,56.22595167794389,Moderate,Human,Hybrid Dispatch
2024-09-27 13:30:00,Low,Cardiac Arrest,Urban,Low,Rainy,Available,Available,68.5196841668286,Low,17.88,82,31.4,1,Unavailable,Unpaved Road,Minor,50.17872232838065,39.60660002941644,4.62,62.50015756679135,,Human,Ambulance Only
2023-07-26 08:10:00,Medium,Other,Suburban,Low,Clear,Available,Available,85.29066763800921,Low,22.72,79,49.81,1,Available,Local Road,Minor,58.19209554188024,45.13494728313412,1.15,88.55745593101483,,AI,Ambulance Only
2021-07-02 15:20:00,High,Accident,Urban,Low,Clear,Available,Available,80.95836005090536,Medium,31.4,43,49.76,4,Available,Local Road,Critical,88.91815571401371,47.16229542509233,7.84,77.66560735135752,Moderate,Human,Drone Only
2018-08-18 13:20:00,Medium,Cardiac Arrest,Urban,Low,Clear,Unavailable,Available,73.64021288468926,Low,18.11,31,29.85,1,Unavailable,Highway,Minor,47.08854970840369,38.69411416383945,8.09,85.06340720289151,Moderate,Human,Ambulance Only
2018-03-06 10:00:00,Low,Other,Rural,Moderate,Clear,Unavailable,Unavailable,63.13342741365461,Low,20.24,77,38.6,3,Available,Highway,Minor,58.04227204281561,43.64139367047096,1.4,64.29193952723772,,Human,Ambulance Only
2018-05-31 23:30:00,Medium,Accident,Urban,Low,Clear,Available,Available,82.4008453883944,Medium,14.86,68,33.33,1,Available,Highway,Minor,76.10324758643634,35.38091292505884,6.2,64.2495857578497,,Human,Drone Only
2023-09-28 07:10:00,Low,Accident,Urban,Moderate,Clear,Unavailable,Available,79.23698209614658,Medium,17.13,49,36.59,1,Available,Unpaved Road,Minor,67.3974200833343,47.14078379358493,4.05,60.79952174587652,,AI,Drone Only
2018-09-25 22:40:00,Low,Accident,Suburban,Low,Clear,Available,Available,92.62372937115656,Low,12.23,15,7.16,2,Available,Local Road,Minor,53.02306992546549,46.714721462507015,0.57,81.58156521907063,,AI,Ambulance Only
2019-11-03 10:00:00,High,Cardiac Arrest,Urban,Low,Clear,Available,Available,80.85170071639851,Low,16.92,13,15.7,2,Available,Local Road,Major,56.56274521926856,46.35669968253578,2.98,62.83372585648761,Severe,Human,Drone Only
2021-12-19 22:40:00,Medium,Accident,Urban,Low,Clear,Available,Unavailable,71.15203799485954,Low,17.85,24,39.19,1,Available,Highway,Major,47.6682906982261,44.60627980220728,5.21,82.06754893452909,Severe,AI,Ambulance Only
2024-10-15 02:50:00,Low,Accident,Urban,Low,Clear,Available,Available,57.535142135503456,Low,10.0,90,4.73,1,Unavailable,Local Road,Major,45.67549931366177,41.45487003672799,7.16,57.07368142442704,,AI,Drone Only
2019-02-27 02:30:00,Low,Accident,Urban,Low,Stormy,Available,Available,91.38723136473313,Low,11.15,19,10.74,1,Available,Highway,Minor,47.80115660175949,41.85901094650953,7.59,83.54813743462532,,Human,Drone Only
2020-08-04 14:40:00,Low,Cardiac Arrest,Urban,Moderate,Clear,Unavailable,Available,75.81802564587264,Medium,11.73,45,6.28,2,Available,Highway,Minor,52.42052082388105,34.79057895595064,9.49,74.87669953164892,,Human,Drone Only
2019-09-02 22:30:00,Low,Accident,Suburban,Low,Clear,Available,Available,80.86014406205257,Medium,10.0,44,3.23,1,Unavailable,Highway,Minor,63.65125262599276,40.336694337431446,3.13,50.59471387873034,,AI,Ambulance Only
2022-11-10 17:10:00,Medium,Fire,Urban,Moderate,Clear,Available,Unavailable,68.56435755766327,Low,16.14,86,27.15,1,Unavailable,Highway,Minor,50.47567704766179,29.872088566408188,1.75,65.46142467315727,Moderate,Human,Drone Only
2019-03-04 13:40:00,Medium,Other,Urban,High,Clear,Available,Available,90.50679759561808,High,10.0,71,5.03,1,Unavailable,Highway,Minor,59.5564811643002,43.01648521322247,5.59,57.18140135489991,Moderate,Human,Ambulance Only
2023-12-03 04:10:00,Medium,Accident,Urban,Low,Rainy,Unavailable,Available,67.52436523740235,Low,22.52,32,48.23,4,Available,Unpaved Road,Minor,45.23487246844609,35.10904925920483,5.59,78.56517598375946,Moderate,AI,Drone Only
2019-08-03 15:40:00,Low,Cardiac Arrest,Urban,Moderate,Clear,Available,Available,88.9867371058548,Low,15.79,67,22.89,1,Available,Local Road,Minor,63.0095032679411,53.172146322364746,3.59,95.78500730217417,Moderate,Human,Ambulance Only
2024-01-28 19:40:00,Low,Other,Urban,Low,Clear,Available,Available,89.97137177392534,Medium,17.65,12,47.14,1,Unavailable,Unpaved Road,Minor,63.17669163918342,30.889309670746336,3.83,84.98347875533457,,Human,Ambulance Only
2022-10-01 00:30:00,Low,Accident,Urban,Moderate,Clear,Unavailable,Unavailable,90.5470936705094,Medium,15.58,72,25.82,1,Unavailable,Local Road,Minor,86.03558403834572,36.12608108214847,7.85,65.6488896518745,Moderate,AI,Ambulance Only
2024-06-11 05:00:00,Low,Accident,Urban,Low,Clear,Unavailable,Available,91.01290288335868,Medium,15.48,66,25.94,1,Available,Local Road,Major,51.00517676490872,30.030497082091195,1.65,71.7451537455618,Moderate,Human,Ambulance Only
2019-04-11 03:10:00,Medium,Accident,Urban,Low,Clear,Unavailable,Available,91.61206812812463,Medium,14.22,85,4.28,3,Unavailable,Highway,Critical,74.36889384745487,36.59537053187347,8.54,59.09774121598218,Moderate,Human,Drone Only
2023-04-22 22:30:00,Medium,Accident,Urban,Low,Clear,Available,Available,75.011229378472,Low,16.13,61,18.88,1,Available,Highway,Critical,63.79472728425149,37.33030838973381,8.31,81.29128724280287,,Human,Ambulance Only
2022-10-21 03:20:00,Low,Accident,Suburban,Low,Clear,Available,Available,76.18690413183744,Low,14.12,91,38.55,1,Unavailable,Highway,Minor,56.64934634222312,32.28858767884884,5.14,100.0,Moderate,AI,Ambulance Only
2020-03-22 09:00:00,Low,Other,Suburban,Moderate,Clear,Unavailable,Available,71.10334513205919,Low,15.15,63,21.31,2,Available,Local Road,Minor,63.84973229071647,30.51113203471069,1.57,64.30227688156762,,AI,Drone Only
2019-04-26 13:30:00,High,Cardiac Arrest,Urban,Moderate,Rainy,Available,Available,75.8478565973154,Low,26.27,62,48.45,4,Unavailable,Highway,Minor,77.55104770357313,23.125594844729903,4.44,72.0553038166543,Moderate,Human,Drone Only
2020-05-14 01:30:00,Low,Accident,Urban,Low,Clear,Unavailable,Available,88.4078595916368,Low,12.13,69,27.16,1,Unavailable,Local Road,Minor,73.46736654375637,31.45210571150617,3.36,60.21090369603216,Severe,Human,Hybrid Dispatch
2021-07-29 23:20:00,Medium,Cardiac Arrest,Urban,Moderate,Clear,Unavailable,Available,84.00568705032946,Medium,16.59,61,22.0,3,Available,Highway,Major,62.27681512945296,32.5256634921441,5.0,80.23887776766648,Severe,Human,Drone Only
2020-03-11 12:20:00,Low,Cardiac Arrest,Urban,Low,Clear,Unavailable,Available,71.96429595033601,Low,10.0,91,7.08,2,Available,Highway,Major,59.12251012745674,51.63697717221723,5.98,63.06336448338892,,Human,Ambulance Only
2019-12-24 23:00:00,Low,Accident,Suburban,Moderate,Clear,Available,Available,83.05864908400997,Low,20.22,94,41.74,2,Available,Local Road,Minor,56.25080885951923,44.69284098149406,6.53,55.04783423352038,,Human,Drone Only
2021-09-01 22:10:00,Low,Accident,Urban,Low,Rainy,Available,Available,78.17149073936422,Low,16.89,16,45.92,2,Available,Highway,Minor,58.29658286833047,54.20048891875104,6.14,73.14966441383534,,Human,Ambulance Only
2021-06-17 23:30:00,Low,Other,Urban,Low,Clear,Unavailable,Available,80.1704991641996,Low,10.92,42,3.87,2,Unavailable,Local Road,Minor,47.80326631744076,52.20230292569354,0.59,73.11277192838034,Moderate,Human,Drone Only
2020-05-04 00:20:00,Low,Accident,Urban,High,Stormy,Available,Available,70.16113707566119,Low,16.38,22,11.72,2,Unavailable,Highway,Minor,59.45866055627545,20.77188234122805,1.16,87.20721306172231,Moderate,AI,Drone Only
2024-03-08 13:30:00,High,Cardiac Arrest,Urban,Low,Clear,Available,Available,78.43531893640895,Low,14.69,86,16.44,1,Available,Unpaved Road,Minor,58.42016336386335,40.87444937507556,4.44,71.00249285587522,,Human,Ambulance Only
2018-02-28 03:10:00,Low,Cardiac Arrest,Urban,High,Clear,Available,Unavailable,86.62549669149163,High,31.73,58,46.51,2,Unavailable,Local Road,Major,64.31342988881201,33.63023837032136,7.1,80.77195718214652,,Human,Ambulance Only
